Gene_ID,DESeq2_log2FC,edgeR_log2FC,Average_log2FC,Gene name,Gene description,Gene type
ENSMUSG00000081683,-1.073470127,-1.083656109,-1.078563118,Fzd10,frizzled class receptor 10 [Source:MGI Symbol;Acc:MGI:2136761],protein_coding
ENSMUSG00000082820,-3.489517926,-3.470796043,-3.480156984,Gm13803,predicted gene 13803 [Source:MGI Symbol;Acc:MGI:3651056],processed_pseudogene
ENSMUSG00000084885,0.482368581,0.475737298,0.47905294,3010001F23Rik,RIKEN cDNA 3010001F23 gene [Source:MGI Symbol;Acc:MGI:1922943],lncRNA
ENSMUSG00000084904,0.594418362,0.584010976,0.589214669,Gm14827,predicted gene 14827 [Source:MGI Symbol;Acc:MGI:3705192],lncRNA
ENSMUSG00000084915,0.422434933,0.415287932,0.418861433,C230037L18Rik,RIKEN cDNA C230037L18 gene [Source:MGI Symbol;Acc:MGI:3697701],lncRNA
ENSMUSG00000084950,0.708739414,0.702919419,0.705829417,Gm5577,predicted gene 5577 [Source:MGI Symbol;Acc:MGI:3648213],lncRNA
ENSMUSG00000084967,0.748230857,0.736999444,0.74261515,Gm12296,predicted gene 12296 [Source:MGI Symbol;Acc:MGI:3711946],lncRNA
ENSMUSG00000085007,-0.44279895,-0.447998788,-0.445398869,Gm11549,predicted gene 11549 [Source:MGI Symbol;Acc:MGI:3650339],protein_coding
ENSMUSG00000085028,0.647250123,0.635804894,0.641527508,Slc2a4rg-ps,"Slc2a4 regulator, pseudogene [Source:MGI Symbol;Acc:MGI:3651388]",transcribed_unitary_pseudogene
ENSMUSG00000085085,0.859137885,0.848085653,0.853611769,1700086P04Rik,RIKEN cDNA 1700086P04 gene [Source:MGI Symbol;Acc:MGI:1914599],lncRNA
ENSMUSG00000085438,-0.325078313,-0.327852319,-0.326465316,Oip5os1,"Opa interacting protein 5, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1913852]",lncRNA
ENSMUSG00000085444,1.094067636,1.078643406,1.086355521,Gm13936,predicted gene 13936 [Source:MGI Symbol;Acc:MGI:3651878],lncRNA
ENSMUSG00000085655,0.351474869,0.343713632,0.34759425,Gm15952,predicted gene 15952 [Source:MGI Symbol;Acc:MGI:3802149],lncRNA
ENSMUSG00000085766,1.028207035,1.014111193,1.021159114,2810430I11Rik,RIKEN cDNA 2810430I11 gene [Source:MGI Symbol;Acc:MGI:3590515],lncRNA
ENSMUSG00000085816,0.935428326,0.926496298,0.930962312,Gm13052,predicted gene 13052 [Source:MGI Symbol;Acc:MGI:3651990],lncRNA
ENSMUSG00000085925,0.51693243,0.508560091,0.51274626,Rtl1,retrotransposon Gaglike 1 [Source:MGI Symbol;Acc:MGI:2656842],protein_coding
ENSMUSG00000086040,-0.417051114,-0.420524936,-0.418788025,Wipf3,"WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]",protein_coding
ENSMUSG00000086308,0.454886596,0.446759543,0.45082307,G630016G05Rik,RIKEN cDNA G630016G05 gene [Source:MGI Symbol;Acc:MGI:3603178],lncRNA
ENSMUSG00000086370,0.368353886,0.365378234,0.36686606,Ftx,"Ftx transcript, Xist regulator (non-protein coding) [Source:MGI Symbol;Acc:MGI:1926128]",lncRNA
ENSMUSG00000086555,-0.56695461,-0.572970923,-0.569962766,Gm13446,predicted gene 13446 [Source:MGI Symbol;Acc:MGI:3649869],lncRNA
ENSMUSG00000086980,0.922289835,0.911536946,0.91691339,Gm13791,predicted gene 13791 [Source:MGI Symbol;Acc:MGI:3650954],lncRNA
ENSMUSG00000087056,0.800874633,0.790388647,0.79563164,Gm14004,predicted gene 14004 [Source:MGI Symbol;Acc:MGI:3651365],lncRNA
ENSMUSG00000087059,0.707730727,0.69962905,0.703679889,Gm12339,predicted gene 12339 [Source:MGI Symbol;Acc:MGI:3650628],lncRNA
ENSMUSG00000087177,0.415205696,0.410753102,0.412979399,E130307A14Rik,RIKEN cDNA E130307A14 gene [Source:MGI Symbol;Acc:MGI:3036287],lncRNA
ENSMUSG00000087259,0.584508813,0.574195535,0.579352174,2610035D17Rik,RIKEN cDNA 2610035D17 gene [Source:MGI Symbol;Acc:MGI:1919636],lncRNA
ENSMUSG00000087381,0.355212243,0.346558259,0.350885251,Gm16008,predicted gene 16008 [Source:MGI Symbol;Acc:MGI:3802048],lncRNA
ENSMUSG00000087383,-0.511167053,-0.517053198,-0.514110126,Gm12446,predicted gene 12446 [Source:MGI Symbol;Acc:MGI:3651433],lncRNA
ENSMUSG00000087535,0.48927282,0.483298693,0.486285757,Zmiz1os1,Zmiz1 opposite strand 1 [Source:MGI Symbol;Acc:MGI:3041228],lncRNA
ENSMUSG00000089759,0.686959743,0.682227483,0.684593613,3632454L22Rik,RIKEN cDNA 3632454L22 gene [Source:MGI Symbol;Acc:MGI:2444359],lncRNA
ENSMUSG00000090053,0.542704857,0.536096899,0.539400878,Pakap,paralemmin A kinase anchor protein [Source:MGI Symbol;Acc:MGI:5141924],protein_coding
ENSMUSG00000090069,0.488271853,0.482268966,0.48527041,E430024P14Rik,RIKEN cDNA E430024P14 gene [Source:MGI Symbol;Acc:MGI:2445079],lncRNA
ENSMUSG00000090698,-0.800965589,-0.801791286,-0.801378437,Apold1,apolipoprotein L domain containing 1 [Source:MGI Symbol;Acc:MGI:2685921],protein_coding
ENSMUSG00000091329,0.994957109,0.988984901,0.991971005,1700112D23Rik,RIKEN cDNA 1700112D23 gene [Source:MGI Symbol;Acc:MGI:1920861],lncRNA
ENSMUSG00000092310,0.86954567,0.859658211,0.86460194,Gm20509,predicted gene 20509 [Source:MGI Symbol;Acc:MGI:5141974],protein_coding
ENSMUSG00000092341,0.480102812,0.470974833,0.475538823,Malat1,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1919539],lncRNA
ENSMUSG00000093452,0.854194436,0.845113385,0.849653911,Zfhx2os,"zinc finger homeobox 2, opposite strand [Source:MGI Symbol;Acc:MGI:3620246]",lncRNA
ENSMUSG00000094083,1.058773002,1.046407943,1.052590473,Gm1604b,predicted gene 1604b [Source:MGI Symbol;Acc:MGI:2686450],protein_coding
ENSMUSG00000094483,-0.297202414,-0.301445967,-0.299324191,Purb,purine rich element binding protein B [Source:MGI Symbol;Acc:MGI:1338779],protein_coding
ENSMUSG00000095193,-0.936101663,-0.942469653,-0.939285658,Gm20939,"predicted gene, 20939 [Source:MGI Symbol;Acc:MGI:5434295]",lncRNA
ENSMUSG00000096351,0.736855664,0.724743227,0.730799446,Samd11,sterile alpha motif domain containing 11 [Source:MGI Symbol;Acc:MGI:2446220],protein_coding
ENSMUSG00000097007,0.642072254,0.634583577,0.638327915,4930432B10Rik,RIKEN cDNA 4930432B10 gene [Source:MGI Symbol;Acc:MGI:1921869],lncRNA
ENSMUSG00000097060,1.174357988,1.156416484,1.165387236,Gm26759,"predicted gene, 26759 [Source:MGI Symbol;Acc:MGI:5477253]",lncRNA
ENSMUSG00000097109,-0.871228693,-0.868613311,-0.869921002,NA,NA,NA
ENSMUSG00000097131,0.72553824,0.716423996,0.720981118,NA,NA,NA
ENSMUSG00000097157,-0.566139456,-0.570278782,-0.568209119,Gm26512,"predicted gene, 26512 [Source:MGI Symbol;Acc:MGI:5477006]",lncRNA
ENSMUSG00000097182,0.42371958,0.417563334,0.420641457,A830009L08Rik,RIKEN cDNA A830009L08 gene [Source:MGI Symbol;Acc:MGI:2443762],lncRNA
ENSMUSG00000097217,0.610136138,0.599906917,0.605021528,Gm26549,"predicted gene, 26549 [Source:MGI Symbol;Acc:MGI:5477043]",lncRNA
ENSMUSG00000097277,0.396826949,0.391794821,0.394310885,2900076A07Rik,RIKEN cDNA 2900076A07 gene [Source:MGI Symbol;Acc:MGI:1920242],lncRNA
ENSMUSG00000097311,0.445113103,0.441783377,0.44344824,Gm26871,"predicted gene, 26871 [Source:MGI Symbol;Acc:MGI:5477365]",lncRNA
ENSMUSG00000097342,0.628359515,0.622422704,0.62539111,Gm26618,"predicted gene, 26618 [Source:MGI Symbol;Acc:MGI:5477112]",lncRNA
ENSMUSG00000097391,0.424676508,0.415037321,0.419856915,Mirg,miRNA containing gene [Source:MGI Symbol;Acc:MGI:3781106],lncRNA
ENSMUSG00000097393,0.347447171,0.33939167,0.343419421,D030068K23Rik,RIKEN cDNA D030068K23 gene [Source:MGI Symbol;Acc:MGI:3037424],lncRNA
ENSMUSG00000097466,0.624360587,0.624002809,0.624181698,D430036J16Rik,RIKEN cDNA D430036J16 gene [Source:MGI Symbol;Acc:MGI:2441977],lncRNA
ENSMUSG00000097494,0.472564902,0.466975125,0.469770014,4933406C10Rik,RIKEN cDNA 4933406C10 gene [Source:MGI Symbol;Acc:MGI:1921326],lncRNA
ENSMUSG00000097497,0.904477151,0.894698257,0.899587704,Gm26652,"predicted gene, 26652 [Source:MGI Symbol;Acc:MGI:5477146]",lncRNA
ENSMUSG00000097504,0.517645054,0.506676803,0.512160929,4930516B21Rik,RIKEN cDNA 4930516B21 gene [Source:MGI Symbol;Acc:MGI:1922364],lncRNA
ENSMUSG00000097587,0.581881916,0.571595078,0.576738497,4930578M01Rik,RIKEN cDNA 4930578M01 gene [Source:MGI Symbol;Acc:MGI:1923201],lncRNA
ENSMUSG00000097596,-1.022806267,-1.02407928,-1.023442774,Gm26673,"predicted gene, 26673 [Source:MGI Symbol;Acc:MGI:5477167]",lncRNA
ENSMUSG00000097613,0.776835436,0.766869898,0.771852667,Gm17597,"predicted gene, 17597 [Source:MGI Symbol;Acc:MGI:4937231]",lncRNA
ENSMUSG00000097636,0.775528158,0.763178351,0.769353255,Mirt1,myocardial infarction associated transcript 1 [Source:MGI Symbol;Acc:MGI:1922001],lncRNA
ENSMUSG00000097736,0.597965419,0.591246556,0.594605987,9530059O14Rik,RIKEN cDNA 9530059O14 gene [Source:MGI Symbol;Acc:MGI:2442421],lncRNA
ENSMUSG00000097767,0.378100157,0.368868263,0.37348421,Miat,myocardial infarction associated transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444886],lncRNA
ENSMUSG00000097775,0.658043213,0.64759324,0.652818227,NA,NA,NA
ENSMUSG00000098090,-0.375067445,-0.379849877,-0.377458661,2700099C18Rik,RIKEN cDNA 2700099C18 gene [Source:MGI Symbol;Acc:MGI:1924272],transcribed_unprocessed_pseudogene
ENSMUSG00000098097,0.531456363,0.52411706,0.527786711,6530403H02Rik,RIKEN cDNA 6530403H02 gene [Source:MGI Symbol;Acc:MGI:2444638],lncRNA
ENSMUSG00000098202,1.030080975,1.019306282,1.024693629,B830012L14Rik,RIKEN cDNA B830012L14 gene [Source:MGI Symbol;Acc:MGI:2443332],lncRNA
ENSMUSG00000098807,1.19662088,1.182249354,1.189435117,Mir300,microRNA 300 [Source:MGI Symbol;Acc:MGI:3619323],miRNA
ENSMUSG00000099190,0.595365701,0.588142255,0.591753978,Gm27188,predicted gene 27188 [Source:MGI Symbol;Acc:MGI:5521031],lncRNA
ENSMUSG00000099224,1.162202048,1.14934034,1.155771194,Gm27379,"predicted gene, 27379 [Source:MGI Symbol;Acc:MGI:5530761]",miRNA
ENSMUSG00000099869,0.593886442,0.584749107,0.589317774,1700030F04Rik,RIKEN cDNA 1700030F04 gene [Source:MGI Symbol;Acc:MGI:1919513],lncRNA
ENSMUSG00000100596,0.868228458,0.859130819,0.863679638,Gm29502,predicted gene 29502 [Source:MGI Symbol;Acc:MGI:5580208],lncRNA
ENSMUSG00000100714,1.143056058,1.124222254,1.133639156,2010308F09Rik,RIKEN cDNA 2010308F09 gene [Source:MGI Symbol;Acc:MGI:1919372],lncRNA
ENSMUSG00000101640,0.500771118,0.496577187,0.498674152,Gm28376,predicted gene 28376 [Source:MGI Symbol;Acc:MGI:5579082],lncRNA
ENSMUSG00000102657,0.599511044,0.592421976,0.59596651,Gm37899,"predicted gene, 37899 [Source:MGI Symbol;Acc:MGI:5611127]",TEC
ENSMUSG00000103114,0.742027684,0.73945818,0.740742932,Gm32200,"predicted gene, 32200 [Source:MGI Symbol;Acc:MGI:5591359]",lncRNA
ENSMUSG00000103183,0.459869939,0.452365998,0.456117968,Gm37090,"predicted gene, 37090 [Source:MGI Symbol;Acc:MGI:5610318]",TEC
ENSMUSG00000103428,0.51022839,0.504535103,0.507381746,Gm20754,"predicted gene, 20754 [Source:MGI Symbol;Acc:MGI:5434110]",lncRNA
ENSMUSG00000103715,0.782433749,0.770067445,0.776250597,4933431K14Rik,RIKEN cDNA 4933431K14 gene [Source:MGI Symbol;Acc:MGI:1918545],TEC
ENSMUSG00000106515,0.692704483,0.683861201,0.688282842,Gm30382,"predicted gene, 30382 [Source:MGI Symbol;Acc:MGI:5589541]",lncRNA
ENSMUSG00000107008,0.619101315,0.612821071,0.615961193,Gm2762,predicted gene 2762 [Source:MGI Symbol;Acc:MGI:3780931],lncRNA
ENSMUSG00000107068,0.526885514,0.518083795,0.522484655,Gm42742,predicted gene 42742 [Source:MGI Symbol;Acc:MGI:5662879],protein_coding
ENSMUSG00000107318,0.996322317,0.988662765,0.992492541,Gm30003,"predicted gene, 30003 [Source:MGI Symbol;Acc:MGI:5589162]",lncRNA
ENSMUSG00000107810,-0.770167208,-0.770938416,-0.770552812,Gm18609,"predicted gene, 18609 [Source:MGI Symbol;Acc:MGI:5010794]",processed_pseudogene
ENSMUSG00000107815,0.512957467,0.504798022,0.508877745,Gm44257,"predicted gene, 44257 [Source:MGI Symbol;Acc:MGI:5690649]",lncRNA
ENSMUSG00000107879,-0.30793045,-0.314528649,-0.311229549,9330102E08Rik,RIKEN cDNA 9330102E08 gene [Source:MGI Symbol;Acc:MGI:3026973],lncRNA
ENSMUSG00000108434,-0.454748651,-0.461627533,-0.458188092,NA,NA,NA
ENSMUSG00000108532,0.798370578,0.78997212,0.794171349,Gm32647,"predicted gene, 32647 [Source:MGI Symbol;Acc:MGI:5591806]",lncRNA
ENSMUSG00000108616,-0.388744693,-0.394074758,-0.391409726,Gm35040,"predicted gene, 35040 [Source:MGI Symbol;Acc:MGI:5594199]",lncRNA
ENSMUSG00000109032,0.66510408,0.655067125,0.660085603,Gm7972,predicted gene 7972 [Source:MGI Symbol;Acc:MGI:3647337],transcribed_unprocessed_pseudogene
ENSMUSG00000109179,0.670819816,0.660812659,0.665816237,Gm35339,"predicted gene, 35339 [Source:MGI Symbol;Acc:MGI:5594498]",protein_coding
ENSMUSG00000109394,0.549526302,0.544667274,0.547096788,A230057D06Rik,RIKEN cDNA A230057D06 gene [Source:MGI Symbol;Acc:MGI:2442922],lncRNA
ENSMUSG00000109819,-0.978420325,-0.979896042,-0.979158184,B930018H19Rik,RIKEN cDNA B930018H19 gene [Source:MGI Symbol;Acc:MGI:5439417],lncRNA
ENSMUSG00000109829,0.514205368,0.50612027,0.510162819,Gm45605,predicted gene 45605 [Source:MGI Symbol;Acc:MGI:5791441],lncRNA
ENSMUSG00000109958,0.690283771,0.682843559,0.686563665,Gm32786,"predicted gene, 32786 [Source:MGI Symbol;Acc:MGI:5591945]",lncRNA
ENSMUSG00000110067,0.860665035,0.851572779,0.856118907,6330411D24Rik,RIKEN cDNA 6330411D24 gene [Source:MGI Symbol;Acc:MGI:1917975],protein_coding
ENSMUSG00000110408,0.612825914,0.606320849,0.609573381,NA,NA,NA
ENSMUSG00000110424,0.56814635,0.56270073,0.56542354,1700012D14Rik,RIKEN cDNA 1700012D14 gene [Source:MGI Symbol;Acc:MGI:1922729],lncRNA
ENSMUSG00000110447,-0.773387344,-0.781782889,-0.777585117,Gm31518,"predicted gene, 31518 [Source:MGI Symbol;Acc:MGI:5590677]",lncRNA
ENSMUSG00000111375,-0.619982882,-0.619391901,-0.619687391,Btbd8,BTB (POZ) domain containing 8 [Source:MGI Symbol;Acc:MGI:3646208],protein_coding
ENSMUSG00000111765,-1.079723108,-1.082356082,-1.081039595,Gm10635,predicted gene 10635 [Source:MGI Symbol;Acc:MGI:3641740],lncRNA
ENSMUSG00000111950,0.835540103,0.826104562,0.830822333,Gm48893,"predicted gene, 48893 [Source:MGI Symbol;Acc:MGI:6098656]",lncRNA
ENSMUSG00000112365,0.911210081,0.902366637,0.906788359,NA,NA,NA
ENSMUSG00000112441,0.822505099,0.812752428,0.817628764,Gm48898,"predicted gene, 48898 [Source:MGI Symbol;Acc:MGI:6098663]",lncRNA
ENSMUSG00000112959,0.649867742,0.641405843,0.645636792,Gm32834,"predicted gene, 32834 [Source:MGI Symbol;Acc:MGI:5591993]",lncRNA
ENSMUSG00000113216,0.445699984,0.441231414,0.443465699,Gm40841,"predicted gene, 40841 [Source:MGI Symbol;Acc:MGI:5623726]",lncRNA
ENSMUSG00000113387,0.805867168,0.796753414,0.801310291,Gm31508,"predicted gene, 31508 [Source:MGI Symbol;Acc:MGI:5590667]",lncRNA
ENSMUSG00000113425,0.54426554,0.537413018,0.540839279,Gm48653,"predicted gene, 48653 [Source:MGI Symbol;Acc:MGI:6098263]",lncRNA
ENSMUSG00000113581,2.144103451,2.121740007,2.132921729,Dio3os,"deiodinase, iodothyronine type III, opposite strand [Source:MGI Symbol;Acc:MGI:2664395]",lncRNA
ENSMUSG00000113701,0.38713708,0.380346323,0.383741701,B230303A05Rik,RIKEN cDNA B230303A05 gene [Source:MGI Symbol;Acc:MGI:3646895],transcribed_processed_pseudogene
ENSMUSG00000115138,0.621055349,0.610854003,0.615954676,Gm36899,"predicted gene, 36899 [Source:MGI Symbol;Acc:MGI:5596058]",lncRNA
ENSMUSG00000116125,0.426805999,0.420322934,0.423564466,Gm41361,"predicted gene, 41361 [Source:MGI Symbol;Acc:MGI:5624246]",lncRNA
ENSMUSG00000116249,0.546086686,0.539521804,0.542804245,Gm49484,"predicted gene, 49484 [Source:MGI Symbol;Acc:MGI:6155158]",lncRNA
ENSMUSG00000116520,1.13870523,1.121055199,1.129880215,4930414F18Rik,RIKEN cDNA 4930414F18 gene [Source:MGI Symbol;Acc:MGI:1926040],lncRNA
ENSMUSG00000116589,0.732128865,0.726122405,0.729125635,Gm31323,"predicted gene, 31323 [Source:MGI Symbol;Acc:MGI:5590482]",lncRNA
ENSMUSG00000116760,0.621575672,0.615392364,0.618484018,Gm1604a,predicted gene 1604A [Source:MGI Symbol;Acc:MGI:3807545],lncRNA
ENSMUSG00000116858,0.399155545,0.392938697,0.396047121,Gm49797,"predicted gene, 49797 [Source:MGI Symbol;Acc:MGI:6215329]",lncRNA
ENSMUSG00000117254,0.666014084,0.657980918,0.661997501,Gm34567,"predicted gene, 34567 [Source:MGI Symbol;Acc:MGI:5593726]",lncRNA
ENSMUSG00000117286,0.413730678,0.409462808,0.411596743,Gm1043,predicted gene 1043 [Source:MGI Symbol;Acc:MGI:2685889],protein_coding
ENSMUSG00000117310,-0.704313437,-0.70971735,-0.707015394,Ptp4a1,protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096],protein_coding
